# CosIng Ingredients-Fragrance Inventory v2 (EU Commission open data); official CSV export dated 2020-12-30 (data last update 2020-12-15), retrieved via Internet Archive snapshot 20201230181855
# columns: inci_name,functions (functions ';'-separated, lowercase)
inci_name,functions
2-METHYLDODECANAL,perfuming
2-METHYLFURAN-3-THIOL,perfuming
2-METHYLNAPHTHALENE,perfuming
2-METHYLPENT-2-ENOIC ACID,perfuming
2-METHYLPENT-2-ENYL ACETATE,perfuming
2-METHYLPENT-3-ENOIC ACID,perfuming
2-METHYLPENTYL 2-METHYLVALERATE,perfuming
2-METHYLPROPANAL,nail conditioning;perfuming
2-METHYLPROPANOL,perfuming
2-METHYLPROPYL-1-VINYLCYCLOHEXYL ACETATE,perfuming
2-METHYLRESORCINOL,hair dyeing
2-METHYLUNDECANOL,perfuming
2-NAPHTHOL,hair dyeing;perfuming
2-NITRO-5-GLYCERYL METHYLANILINE,hair dyeing
2-NITRO-N-HYDROXYETHYL-P-ANISIDINE,hair dyeing
2-NITRO-P-PHENYLENEDIAMINE,hair dyeing
2-NITRO-P-PHENYLENEDIAMINE DIHYDROCHLORIDE,hair dyeing
2-NITRO-P-PHENYLENEDIAMINE SULFATE,hair dyeing
2-NONYLCROTONALDEHYDE,perfuming
2-NONYN-1-AL DIMETHYLACETAL,perfuming
2-O-CRESYLETHANOL,perfuming
2-O-ETHYL ASCORBIC ACID,skin conditioning
2-OCTANOL,perfuming
2-OCTENAL,perfuming
"2-OLEAMIDO-1,3,4-OCTADECATRIYL PROLINATE",anti-seborrheic;anti-sebum;hair conditioning;skin conditioning
"2-OLEAMIDO-1,3-OCTADECANEDIOL",skin conditioning
2-P-CRESYLETHANOL,perfuming
2-P-CRESYLOXYETHYL ACETATE,perfuming
2-PENTANOL,perfuming
2-PHENYLPROPYLPYRIDINE,perfuming
2-PHENYLPROPYLTETRAHYDROFURAN,perfuming
2-PROPANOL/BORON TRIFLUORIDE/ETHYLIDENEBICYCLOHEPTENE,perfuming
2-PROPYL-5-CYCLOHEXYLPENTANOL,deodorant;skin conditioning
2-SEC-BUTYLCYCLOHEXANONE,perfuming
2-T-BUTYLCYCLOHEXYL ACETATE,fragrance;perfuming
2-T-BUTYLCYCLOHEXYLOXYBUTANOL,fragrance;perfuming
2-TERT-BUTYL-4-METHYL-CYCLOHEXANOL ACETATE,perfuming
2-TERT-BUTYL-4-METHYLCYCLOHEXANOL,perfuming
2-TERT-BUTYL-5-METHYLANISOLE,perfuming
2-TERT-BUTYL-P-CRESOL,perfuming
2-TERT-BUTYLCYCLOHEXANOL,perfuming
2-TERT-BUTYLCYCLOHEXANONE,perfuming
2-TERT-BUTYLCYCLOHEXYL ETHYL CARBONATE,perfuming
2-TERT-BUTYLCYCLOHEXYL PROPIONATE,perfuming
2-TERT-BUTYLHYDROQUINONE METHYL ETHER,perfuming
"2-TRANS, 6-CIS-NONADIENOL",perfuming
"2-TRANS, 6-TRANS-NONADIENAL DIETHYL ACETAL",perfuming
"2-TRANS, 6-TRANS-NONADIENYL ACETATE",perfuming
2-UNDECENAL,perfuming
2-UNDECENENITRILE,perfuming
2-UNDECENOL,perfuming
"3,3,5-TRIMETHYLCYCLOHEXYL SUCCINATE DIMETHYLAMIDE",skin conditioning
"3,3-DIMETHYL-1,5-DIOXASPIRO-UNDECANE",perfuming
"3,4-DIAMINOBENZOIC ACID",hair dyeing
"3,4-DIETHOXYBENZALDEHYDE",perfuming
"3,4-DIHYDRO-5-METHYLNAPHTHALENONE",perfuming
"3,4-DIHYDRO-6-METHYLNAPHTHALENONE",perfuming
"3,4-DIHYDRO-7-METHYLNAPHTHALENONE",perfuming
"3,4-DIHYDRO-8-METHYLNAPHTHALENONE",perfuming
"3,4-DIHYDROXYBENZOIC ACID",skin protecting
"3,4-DIHYDROXYBENZOYL DIPEPTIDE-49 AMIDE",humectant;skin conditioning;skin conditioning - emollient;skin protecting
"3,4-DIMETHYLCYCLOPENTANE-1,2-DIONE",perfuming
"3,4-METHYLENEDIOXYANILINE",hair dyeing
"3,4-METHYLENEDIOXYBENZYL METHYLSULFONE",antioxidant;bleaching;skin conditioning
"3,4-METHYLENEDIOXYPHENOL",hair dyeing
"3,5,6-TRIMETHYL-3-CYCLOHEXENE-1-CARBALDEHYDE",perfuming
"3,5,6-TRIMETHYL-3-CYCLOHEXENYL-4-PENTEN-3-ONE",perfuming
"3,5-DIETHYLDIMETHYLCYCLOHEXENONE",perfuming
"3,5-DIMETHOXYTOLUENE",perfuming
"3,5-DIMETHYL CYCLOHEXENECARBONITRILE",perfuming
"3,5-DIMETHYL-3-CYCLOHEXENE-1-CARBALDEHYDE",perfuming
"3,5-DIMETHYL-3-CYCLOHEXENE-1-METHYL ACETATE",perfuming
"3,5-DIMETHYLCYCLOHEXENE-1-METHANOL",perfuming
"3,5-DIMETHYLCYCLOHEXYLMETHYL ACETATE",perfuming
"3,6-DIMETHYL-3-CYCLOHEXENE-1-CARBALDEHYDE",perfuming
"3,6-DIMETHYL-3-OCTANOL",perfuming
"3,6-DIMETHYL-3-OCTYL ACETATE",perfuming
"3,6-DIMETHYL-3-VINYLHEPT-5-EN-2-OL",perfuming
"3,6-NONADIENOL",perfuming
"3,7-DIMETHYL-3,6-OCTADIENAL",perfuming
"3,7-DIMETHYL-4,6-OCTADIEN-3-OL",perfuming
"3,7-DIMETHYL-OCTANENITRILE",perfuming
3-(2-FURYL)ACRYLALDEHYDE,perfuming
3-(ACRYLOYLOXY)-2-HYDROXYPROPYL METHACRYLATE,not reported
"3-(O-ETHYLPHENYL)-2,2-DIMETHYLPROPIONALDEHYDE",perfuming
3-(P-CUMENYL)-2-METHYLPROPIONALDEHYDE,perfuming
"3-AMINO-2,4-DICHLOROPHENOL",hair dyeing
"3-AMINO-2,4-DICHLOROPHENOL HCL",hair dyeing
"3-AMINO-2,6-DIMETHYLPHENOL",hair dyeing
3-AMINOPROPANE SULFONIC ACID,surfactant - cleansing;surfactant - hydrotrope
3-ASCORBYL CARBONYL DIPEPTIDE-17,skin conditioning
3-BENZYLIDENE CAMPHOR,uv absorber
3-BUTENYL PHENYL KETONE,perfuming
3-BUTYL-4-METHYLPHENYL METHYL KETONE,perfuming
3-BUTYLGLYCERYL ASCORBATE,humectant;skin conditioning
3-CARENE,perfuming
3-DECENOL,flavouring
3-DODECENAL,perfuming
3-DODECYLDIHYDROFURANONE,perfuming
"3-ETHOXY-1,1,5-TRIMETHYLCYCLOHEXANE",perfuming
"3-ETHYL-2,4-DIOXASPIRO(5.5)UNDEC-8-ENE",perfuming
"3-ETHYL-2,5-DIMETHYLPYRAZINE",perfuming
3-ETHYL-2-HYDROXY-4-METHYLCYCLOPENT-2-EN-1-ONE,perfuming
3-ETHYL-2-METHYLNON-2-ENOIC ACID,perfuming
"3-ETHYL-3,7-DIMETHYLOCT-6-ENAL",perfuming
3-ETHYLAMINO-P-CRESOL SULFATE,hair conditioning
"3-ETHYLCYCLOPENTANE-1,2-DIONE",perfuming
3-ETHYLHEXAHYDRO-3H-BENZOFURAN-2-ONE,perfuming
3-ETHYLHEXYLGLYCERYL ASCORBATE,antioxidant;humectant
3-ETHYLPHENOL,perfuming
3-ETHYLPYRIDINE,perfuming
3-GLYCERYL ASCORBATE,antioxidant;humectant
3-HEPTANOL,perfuming
3-HEPTENYL ISOBUTYRATE,perfuming
3-HEXENAL,perfuming
3-HEXENOL,fragrance;perfuming;skin conditioning
3-HEXENYL 2-METHYLBUTYRATE,perfuming
3-HEXENYL ACETATE,perfuming
"3-HEXYLOXYCARBONYL-4,4'-DIAMINODIPHENYLAMINE HCL",hair dyeing
"3-HYDROXY-2,2-DIMETHYLPROPYL HYDROXYPIVALATE",not reported
3-HYDROXYBENZOIC ACID,skin conditioning
3-HYDROXYBUTYRATE/3-HYDROXYHEXANOATE COPOLYMER,abrasive
3-HYDROXYBUTYRATE/4-HYDROXYBUTYRATE COPOLYMER,abrasive;viscosity controlling
3-HYDROXYBUTYRIC ACID,anti-sebum;humectant;plasticiser
3-ISOPENTENOL,perfuming
3-ISOPENTENYL 2-ISOPENTENOATE,perfuming
3-ISOPENTENYL ACETATE,perfuming
3-ISOPENTENYL ISOVALERATE,perfuming
3-LAURYL/TRIDECYLGLYCERYL ASCORBATE,antioxidant;humectant;skin conditioning
3-LAURYLGLYCERYL ASCORBATE,antioxidant;humectant;skin conditioning
3-METHOXYBUTANOL,solvent
"3-METHYL-1-PHENYL-2-HEXENE 1,5-EPOXIDE",perfuming
"3-METHYL-1-PHENYL-3-HEXENE 1,5-EPOXIDE",perfuming
3-METHYL-3-OCTANOL,perfuming
3-METHYL-3-OCTYL ACETATE,perfuming
"3-METHYL-4-(2,4,6-TRIMETHYL-3-CYCLOHEXENYL)-3-BUTEN-2-ONE",perfuming
"3-METHYL-4-(3,5,6-TRIMETHYL-3-CYCLOHEXENYL)-3-BUTEN-2-ONE",perfuming
"3-METHYL-5-(2,2,3-TRIMETHYL-3-CYCLOPENTENYL)METHYL)CYCLOHEXANOL",perfuming
"3-METHYL-5-(2,2,3-TRIMETHYL-3-CYCLOPENTENYL)PENT-3-EN-2-ONE",perfuming
"3-METHYL-5-(2,2,3-TRIMETHYL-3-CYCLOPENTENYL)PENT-4-EN-2-OL",perfuming
3-METHYL-5-PHENYL-2-PENTENENITRILE,perfuming
3-METHYL-5-PHENYLPENTANENITRILE,perfuming
3-METHYL-5-PROPYL-2-CYCLOHEXENONE,perfuming
3-METHYL-GAMMA-OCTALACTONE,perfuming
3-METHYLAMINO-4-NITROPHENOXYETHANOL,hair dyeing
3-METHYLCYCLOPENTADECANOL,perfuming
3-METHYLDODECANONITRILE,perfuming
3-METHYLNON-2-ENENITRILE,perfuming
3-METHYLPENT-3-EN-2-ONE,perfuming
3-METHYLPENTAN-1-OL,perfuming
3-METHYLPENTYL ANGELATE,perfuming
3-NITRO-4-AMINOPHENOXYETHANOL,hair dyeing
3-NITRO-P-CRESOL,hair dyeing
3-NITRO-P-HYDROXYETHYLAMINOPHENOL,hair dyeing
3-O-CETYL ASCORBIC ACID,skin conditioning
3-O-ETHYL ASCORBIC ACID,skin conditioning
3-OCTANOL,perfuming
3-OCTYL ACETATE,perfuming
3-P-CUMENYL PROPIONALDEHYDE,perfuming
3-PHENYLBUTYRALDEHYDE,perfuming
3-TERT-BUTYL-2-METHOXYPYRAZINE,perfuming
3-TERT-BUTYLCYCLOHEXYL ACETATE,perfuming
4'-METHOXYCHALCONE,antioxidant;bleaching;skin conditioning
"4,4'-DIAMINODIPHENYLAMINE",hair dyeing
"4,4'-DIAMINODIPHENYLAMINE SULFATE",hair dyeing
"4,4'-ISOPROPYLIDENEDIPHENOL",not reported
"4,4'-ISOPROPYLIDENEDIPHENOL/EPICHLOROHYDRIN COPOLYMER",film forming
"4,4'-ISOPROPYLIDENEDIPHENYL/EPICHLOROHYDRIN COPOLYMER DIACRYLATE",nail conditioning
"4,5-DIAMINO-1-((4-CHLOROPHENYL)METHYL)-1H-PYRAZOLE-SULFATE",hair dyeing
"4,5-DIAMINO-1-METHYLPYRAZOLE HCL",hair dyeing
"4,6-BIS(2-HYDROXYETHOXY)-M-PHENYLENEDIAMINE",hair dyeing
"4,6-BIS(2-HYDROXYETHOXY)-M-PHENYLENEDIAMINE HCL",hair dyeing
"4,6-DIMETHYL-PYRAN-2-ONE",perfuming
"4,7-DIMETHYL-4-VINYLOCT-6-EN-3-OL",perfuming
"4,7-DIMETHYL-6-OCTEN-3-ONE",perfuming
"4,8-DIMETHYL-4,9-DECADIENAL",perfuming
4-(2-BETA-GLUCOPYRANOSILOXY) PROPOXY-2HYDROXYBENZOPHENONE,light stabilizer;uv filter
4-AMINO-2-HYDROXYTOLUENE,hair dyeing
4-AMINO-2-HYDROXYTOLUENE SULFATE,hair dyeing
4-AMINO-2-NITRODIPHENYLAMINE-2'-CARBOXYLIC ACID,hair dyeing
4-AMINO-2-NITROPHENOL,hair dyeing
4-AMINO-3-HYDROXYBUTYRIC ACID,skin conditioning
4-AMINO-3-NITROPHENOL,hair dyeing
4-AMINO-M-CRESOL,hair dyeing
4-BUTYL-5-METHYLTHIAZOLE,perfuming
4-BUTYLRESORCINOL,antioxidant
4-CHLORO-2-AMINOPHENOL,hair dyeing
4-CHLORORESORCINOL,hair dyeing
4-DIHYDROMETHYL-2H-PYRAN-2-YL GUAIACOL,perfuming
4-DIMETHYLMETHYLENECYCLOHEXYL-BUTAN-2-ONE,perfuming
4-ETHOXY-M-PHENYLENEDIAMINE,hair dyeing
4-ETHOXY-M-PHENYLENEDIAMINE SULFATE,hair dyeing
4-ETHOXYBENZALDEHYDE,fragrance;perfuming
"4-ETHYL-6-(2,6,6-TRIMETHYL-2-CYCLOHEXENYL)-2-HEXENE-1,4-DIOL CYCLIZED",perfuming
"4-ETHYL-ALPHA,ALPHA-DIMETHYL-BENZENEPROPANENITRILE",perfuming
4-ETHYL-GAMMA-OCTALACTONE,perfuming
4-ETHYLACETOPHENONE,perfuming
4-ETHYLBENZALDEHYDE,perfuming
4-ETHYLGUAIACOL,perfuming
"4-ETHYLOCTA-2,4-DIENOIC ACID",perfuming
4-ETHYLOCTANOIC ACID,perfuming
4-ETHYLPHENOL,perfuming
4-ETHYLRESORCINOL,antimicrobial;hair dyeing
4-FLUORO-6-METHYL-M-PHENYLENEDIAMINE SULFATE,hair dyeing
4-FORMYL-1-METHYLQUINOLINIUM-P-TOLUENESULFONATE,hair dyeing
4-FORMYL-2-METHOXYPHENYL ISOBUTYRATE,perfuming
4-FURANYLETHYL RESORCINOL,antioxidant;skin conditioning
4-HYDROXY-2-METHOXYBENZALDEHYDE,hair dyeing
4-HYDROXYBENZOIC ACID,fragrance;preservative
4-HYDROXYBUTYL ACRYLATE,binding
4-HYDROXYINDOLE,hair dyeing
4-HYDROXYPROPYLAMINO-3-NITROPHENOL,hair dyeing
4-ISOBUTYLRESORCINOL,antioxidant
"4-METHOXYTOLUENE-2,5-DIAMINE HCL",hair dyeing
4-METHYL-1-OXASPIRO-4-UNDECANOL,perfuming
4-METHYL-1-OXASPIROUNDECENE,perfuming
4-METHYL-1-PHENYL-2-PENTANOL,perfuming
4-METHYL-2-PHENYL-2-PENTENAL,perfuming
"4-METHYL-2-PHENYLETHYL-1,3-DIOXOLANE",perfuming
4-METHYL-3-DECEN-5-OL,perfuming
4-METHYL-4-PHENYL-2-PENTANONE,perfuming
4-METHYL-7-GERANYLOXYCOUMARIN,perfuming
4-METHYLBENZALDEHYDE,fragrance
"4-METHYLBENZYL 4,5-DIAMINO PYRAZOLE SULFATE",hair dyeing
4-METHYLBENZYLIDENE CAMPHOR,light stabilizer;uv absorber;uv filter
"4-METHYLEN-2,6-EPOXYDECANE",perfuming
4-METHYLPENT-3-EN-2-ONE,perfuming
4-METHYLPENTAN-2-OL,perfuming
"4-METHYLPENTANE-2,3-DIONE",perfuming
4-METHYLQUINOLINE,perfuming
4-METHYLVINYLCYCLOHEXENE-1-METHYL ACETATE,perfuming
4-NITRO-M-PHENYLENEDIAMINE,hair dyeing
4-NITRO-M-PHENYLENEDIAMINE SULFATE,hair dyeing
4-NITRO-O-PHENYLENEDIAMINE,hair dyeing
4-NITRO-O-PHENYLENEDIAMINE DIHYDROCHLORIDE,hair dyeing
4-NITRO-O-PHENYLENEDIAMINE HCL,hair dyeing
4-NITRO-O-PHENYLENEDIAMINE SULFATE,hair dyeing
4-NITROGUAIACOL,hair dyeing
4-NITROPHENYL AMINOETHYLUREA,hair dyeing
4-PHENYLPROPYLPYRIDINE,perfuming
4-T-BUTYL BENZALDEHYDE,fragrance
4-T-BUTYL STYRENE,not reported
4-T-BUTYLBENZOIC ACID,fragrance;perfuming
4-T-BUTYLCYCLOHEXANOL,fragrance;perfuming
4-TERPINEOL,fragrance
4-TERT-BUTYLCYCLOHEXANE CARBALDEHYDE,perfuming
4-TERT-BUTYLCYCLOHEXANONE,perfuming
4-TERT-BUTYLCYCLOHEXYL ACETATE,perfuming
4-TERT-BUTYLDIHYDROCINNAMALDEHYDE,perfuming
4-TERT-BUTYLTOLUENE,perfuming
4-THUJANOL,perfuming
"5,5,6-TRIMETHYLBICYCLOHEPT-2-YLCYCLOHEXANOL",perfuming
"5,9-DIMETHYL-8-DECEN-3-OL",perfuming
"5-AMINO-2,6-DIMETHOXY-3-HYDROXYPYRIDINE",hair dyeing
5-AMINO-4-CHLORO-O-CRESOL,hair dyeing
5-AMINO-4-CHLORO-O-CRESOL HCL,hair dyeing
5-AMINO-4-FLUORO-2-METHYLPHENOL SULFATE,hair dyeing
5-AMINO-6-CHLORO-O-CRESOL,antimicrobial;hair dyeing
"5-BROMO-5-NITRO-1,3-DIOXANE",preservative
5-CYCLOHEXADECENONE,perfuming
5-DIETHOXYMETHYL-HEXAHYDRO-METHANO-1H-INDENE,perfuming
5-ETHYL-3-HYDROXY-4-METHYLFURAN-2-ONE,perfuming
5-ETHYL-4-HYDROXY-2-METHYLFURAN-3(2H)-ONE,perfuming
5-ETHYLIDENEBICYCLOHEPT-2-YL PROPIONATE,perfuming
5-HEXEN-2-ONE,perfuming
5-HYDROXYVANILLIN,hair dyeing
5-ISOPROPYL-2-METHYLANISOLE,perfuming
5-ISOPROPYLTROPOLONE,anticorrosive;antimicrobial
5-MELOZOL,perfuming
5-MELOZOL ACETATE,perfuming
5-METHOXY-M-CRESOL,perfuming
"5-METHYL-1-(2,2,3-TRIMETHYLCYCLOPENTENYL)-6-OXABICYCLOOCTANE",perfuming
5-METHYL-2-HEPTEN-4-ONE,perfuming
5-METHYL-2-PHENYL-2-HEXENAL,perfuming
5-METHYL-5-PHENYL-3-HEXANONE,perfuming
5-METHYL-ALPHA-IONONE,perfuming
5-METHYL-BETA-IONONE,perfuming
5-METHYLFURANONE,perfuming
5-NONEN-2-ONE,perfuming
5-PHENYLHEX-3-EN-2-ONE,perfuming
5-PHENYLHEX-4-EN-2-ONE,perfuming
"6,10-DIMETHYLUNDECA-1,5,9-TRIEN-4-OL",perfuming
"6,7-DIHYDROLINALOOL",perfuming
"6,8-DIMETHYL-2-NONANOL",perfuming
"6-AMINO-2,4-DICHLORO-M-CRESOL HCL",hair dyeing
6-AMINO-M-CRESOL,hair dyeing
6-AMINO-O-CRESOL,hair dyeing
6-AMINOCAPROIC ACID,not reported
6-DIETHOXYMETHYL-HEXAHYDRO-METHANO-1H-INDENE,perfuming
6-ETHYL-3-METHYLOCT-5-ENOL,perfuming
"6-ETHYLIDENEOCTAHYDRO-5,8-METHANO-2H-1-BENZOPYRAN-2-ONE",perfuming
"6-ETHYLIDENEOCTAHYDRO-5,8-METHANO-2H-BENZO-1-PYRAN",perfuming
6-HYDROXYINDOLE,hair dyeing
6-ISOBUTYLQUINOLINE,perfuming
"6-METHOXY-2,3-PYRIDINEDIAMINE HCL",hair dyeing
"6-METHOXY-2,6-DIMETHYLHEPTANAL",perfuming
6-METHOXY-2-METHYLAMINO-3-AMINOPYRIDINE HCL,hair dyeing
6-METHYL COUMARIN,fragrance;perfuming
6-METHYL-5-HEPTEN-2-OL,perfuming
6-METHYL-5-HEPTEN-2-ONE,perfuming
6-METHYLQUINOLINE,perfuming
"6-NITRO-2,5-PYRIDINEDIAMINE",hair dyeing
6-NITRO-O-TOLUIDINE,hair dyeing
6-TERT-BUTYLQUINOLINE,perfuming
7-AMINO DIHYDROBENZOTHIAZINE,hair dyeing
7-DEHYDROCHOLESTEROL,emulsion stabilising;skin conditioning;viscosity controlling
7-DEHYDROCHOLESTERYL PALMITATE,skin protecting;uv filter
7-ETHYLBICYCLOOXAZOLIDINE,preservative
"7-HYDROXY-3,7-DIMETHYL-OCTANAL DISTILLATES",perfuming
"7-HYDROXY-3,7-DIMETHYL-OCTANAL/INDOLE",perfuming
7-ISOPROPYL-5-METHYLBICYCLOOCTENE-2-CARBONITRILE,perfuming
7-ISOPROPYL-5-METHYLBICYCLOOCTENYL-DIOXOLANE,perfuming
"7-METHOXY-3,7-DIMETHYLOCT-1-ENE",perfuming
"7-METHYL-3-METHYLENE-1,6-OCTADIENE ACETYLATED",perfuming
"7-METHYL-3-METHYLENE-1,6-OCTADIENE HYDROCARBONS",perfuming
"7-METHYL-3-METHYLENE-1,6-OCTADIENE TETRAHYDROCITRONELLOLS",perfuming
7-METHYL-3-METHYLENEOCT-6-ENAL,perfuming
8-CEDRENE EPOXIDE,perfuming
8-CYCLOHEXADECENONE,perfuming
"8-ETHYL-1,5-DIMETHYLBICYCLO-8-OCTANOL",perfuming
8-HYDROXYDAIDZEIN,antioxidant;bleaching;skin conditioning
8-ISOPROPYL-6-METHYLBICYCLOOCTENE-2-CARBALDEHYDE,perfuming
8-ISOPROPYL-6-METHYLBICYCLOOCTENYL-DIOXOLANE,perfuming
"8-METHOXY-2,6-DIMETHYLOCT-2-ENE",perfuming
"8-METHOXYETHOXY-2,6-DIMETHYLOCT-2-ENE",perfuming
8-TERT-BUTYLQUINOLINE,perfuming
8-UNDECENAL,perfuming
9-DECENAL,perfuming
9-DECENYL ACETATE,perfuming
9-DECENYL PROPIONATE,perfuming
9-UNDECENAL,perfuming
[LACTOBACILLUS/(CIRSIUM JAPONICUM/MORINGA OLEIFERA LEAF) EXTRACT FERMENT & SUCROSE] EXTRACT FILTRATE,antioxidant;skin conditioning;skin conditioning - emollient
A-CAMPHORENE,perfuming
A-TERPINYL ACETATE,perfuming
ABALONE EXTRACT,skin conditioning
ABALONE SHELL POWDER,binding;bulking;opacifying;skin protecting
ABELIOPHYLLUM DISTICHUM EXTRACT,skin conditioning
ABELIOPHYLLUM DISTICHUM LEAF EXTRACT,humectant;skin conditioning;skin protecting
ABELMOSCHUS ESCULENTUS FRUIT EXTRACT,skin conditioning
ABELMOSCHUS MANIHOT FLOWER EXTRACT,skin conditioning
ABELMOSCHUS MANIHOT FLOWER WATER,skin conditioning;skin conditioning - emollient
ABELMOSCHUS MANIHOT FLOWER/STEM EXTRACT,humectant;skin conditioning;skin protecting
ABELMOSCHUS MANIHOT ROOT EXTRACT,humectant;skin conditioning
ABIES ALBA CONE EXTRACT,perfuming
ABIES ALBA CONE OIL,perfuming
ABIES ALBA EXTRACT,skin conditioning
ABIES ALBA LEAF CERA,perfuming;skin conditioning;skin protecting
ABIES ALBA LEAF OIL,fragrance;perfuming;tonic
ABIES ALBA LEAF WAX,skin conditioning;skin protecting
ABIES ALBA NEEDLE EXTRACT,perfuming
ABIES ALBA NEEDLE OIL,perfuming
ABIES ALBA SEED EXTRACT,antimicrobial;antioxidant;bleaching;skin conditioning;skin protecting
ABIES ALBA SEED OIL,antimicrobial;antioxidant;skin conditioning
ABIES ALBA WOOD EXTRACT,antioxidant
ABIES BALSAMEA BALSAM EXTRACT,perfuming
ABIES BALSAMEA BARK OIL,fragrance;skin conditioning
ABIES BALSAMEA EXTRACT,film forming;hair conditioning;perfuming
ABIES BALSAMEA NEEDLE EXTRACT,perfuming
ABIES BALSAMEA NEEDLE OIL,fragrance;perfuming
ABIES BALSAMEA RESIN,film forming;fragrance
ABIES CONCOLOR BRANCH/LEAF/WOOD OIL,fragrance
ABIES GRANDIS OIL,fragrance
ABIES HOLOPHYLLA LEAF/STEM/WOOD EXTRACT,skin conditioning
ABIES HOMOLEPIS LEAF EXTRACT,astringent;humectant
ABIES KOREANA LEAF EXTRACT,hair conditioning;hair waving or straightening;skin conditioning
ABIES KOREANA LEAF POWDER,fragrance;hair conditioning;hair waving or straightening;skin conditioning
ABIES LASIOCARPA BRANCH/LEAF OIL,fragrance
ABIES PECTINATA EXTRACT,deodorant;tonic
ABIES PECTINATA LEAF EXTRACT,deodorant;tonic
ABIES PECTINATA NEEDLE EXTRACT,perfuming
ABIES PECTINATA NEEDLE OIL,perfuming
ABIES PECTINATA OIL,fragrance;tonic
ABIES PECTINATA WOOD OIL,antimicrobial;antioxidant
ABIES SACHALINENSIS BRANCH/LEAF WATER,fragrance
ABIES SACHALINENSIS BUD EXTRACT,fragrance
ABIES SACHALINENSIS LEAF EXTRACT,humectant;skin conditioning
ABIES SACHALINENSIS LEAF OIL,fragrance
ABIES SACHALINENSIS RESIN,fragrance
ABIES SIBIRICA NEEDLE EXTRACT,perfuming
ABIES SIBIRICA NEEDLE OIL,perfuming
ABIES SIBIRICA OIL,fragrance;perfuming;tonic
ABIES SPECTABILIS BRANCH/LEAF OIL,fragrance;skin conditioning
ABIES VEITCHII LEAF EXTRACT,astringent;humectant
ABIETIC ACID,surfactant - emulsifying
ABIETOYL DIPEPTIDE-22,skin conditioning
ABIETYL ALCOHOL,viscosity controlling
ABRONIA VILLOSA LEAF EXTRACT,skin conditioning
ABRUS FRUTICULOSUS LEAF EXTRACT,skin conditioning
ABRUS FRUTICULOSUS ROOT EXTRACT,skin conditioning
ABRUS PRECATORIUS MERISTEM CELL CULTURE EXTRACT,skin conditioning
ABRUS PRECATORIUS ROOT EXTRACT,hair conditioning
ACACIA ARABICA BARK POWDER,skin conditioning
ACACIA ARABICA STEM BARK EXTRACT,skin conditioning
ACACIA ARABICA STEM BARK POWDER,skin conditioning
ACACIA CATECHU BARK POWDER,skin conditioning
ACACIA CATECHU CATECHINS,antioxidant
ACACIA CATECHU GUM,film forming;fragrance
ACACIA CATECHU LEAF/WOOD POWDER,skin conditioning
ACACIA CATECHU SEED EXTRACT,skin conditioning
ACACIA CATECHU SEED POWDER,skin conditioning
ACACIA CATECHU WOOD EXTRACT,antioxidant
ACACIA CONCINNA FRUIT EXTRACT,skin conditioning
ACACIA CONCINNA FRUIT POWDER,hair conditioning
ACACIA DEALBATA FLOWER CERA,skin conditioning;skin conditioning - emollient
ACACIA DEALBATA FLOWER EXTRACT,skin conditioning
ACACIA DEALBATA FLOWER WAX,skin conditioning;skin conditioning - emollient
ACACIA DEALBATA FLOWER/STEM EXTRACT,skin conditioning;skin protecting
ACACIA DEALBATA LEAF EXTRACT,skin conditioning;skin protecting
ACACIA DEALBATA SEED EXTRACT,skin conditioning
ACACIA DECURRENS EXTRACT,astringent;skin conditioning;tonic
ACACIA DECURRENS FLOWER CERA,skin conditioning;skin conditioning - emollient;skin protecting
ACACIA DECURRENS FLOWER EXTRACT,fragrance;perfuming
ACACIA DECURRENS FLOWER WAX,skin conditioning;skin conditioning - emollient
ACACIA DECURRENS LEAF EXTRACT,skin conditioning
ACACIA DECURRENS/JOJOBA/SUNFLOWER SEED CERA/POLYGLYCERYL-3 ESTERS,skin conditioning - emollient
ACACIA DECURRENS/JOJOBA/SUNFLOWER SEED WAX POLYGLYCERYL-3 ESTERS,skin conditioning;skin conditioning - emollient
ACACIA FARNESIANA EXTRACT,skin conditioning
ACACIA FARNESIANA FLOWER CERA,skin protecting
ACACIA FARNESIANA FLOWER EXTRACT,perfuming
ACACIA FARNESIANA FLOWER OIL,flavouring
ACACIA FARNESIANA FLOWER WAX,flavouring
ACACIA FARNESIANA FLOWER/STEM EXTRACT,astringent;viscosity controlling
ACACIA FARNESIANA GUM,astringent;film forming;viscosity controlling
ACACIA FARNESIANA STEM BARK EXTRACT,skin conditioning
ACACIA MEARNSII BARK EXTRACT,skin conditioning
ACACIA MELANOXYLON LEAF EXTRACT,skin conditioning;skin conditioning - emollient
ACACIA SALIGNA LEAF EXTRACT,astringent;skin conditioning
ACACIA SENEGAL FLOWER/STEM EXTRACT,viscosity controlling
ACACIA SENEGAL GUM,film forming;fragrance
ACACIA SENEGAL GUM EXTRACT,viscosity controlling
ACACIA SEYAL GUM,humectant
ACACIA SEYAL GUM EXTRACT,humectant
ACACIA SEYAL GUM OCTENYLSUCCINATE,surfactant - emulsifying
ACACIA VICTORIAE FRUIT EXTRACT,antioxidant;hair conditioning;skin conditioning
ACACIA VICTORIAE SEED EXTRACT,skin conditioning
ACACIA VICTORIAE SEED OIL,antioxidant;humectant;skin conditioning
